content,polarity
"Ya llegó Unidos Podemos, @Pablo_Iglesias_ y @AGarzon acaban de llegar juntos al @Congreso_Es ",NONE
@ArthasSama @Holic_meri es por no destrozar tus posibilidades con la gente guapa ,NEU
@TheFlowerGirl90 a bueno le fuistes a decir.....  quevaaa yo tengo muy poca cosa tambien ^^ ,N
@Crisnosesae @l30n4_ tio a mi sus libros me encantaban  pero es verdad que con el mensaje se ha pasado de clasista xd,NEU
@javier_andres @txarly fui idiota y pude comprarlas hace días. Parezco nuevo. ,N
me he ido a la ducha y se me ha olvidado coger la ropa  ahors tengo que salir a por ella y como haya alguien en mi ventana me ve desnuda,NONE
"@Shiroychi ¡#Nunca! ^^
Lo hablaremos, lo hablaremos. ^^
Seguro que coincidimos en más de una convención. ",P
@LauraCarvajal @RLloria @arturovillegasg @perezreverte @BmDulce @scardige @Laura_Chica @drcesarlozano un abrazo  es mutuo!!,P
@KoiSamsa jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!! ,P
"@LovNaty Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!. ",N
"@Javiturpeiro eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará ",NEU
@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini,P
@Rakshasa21 Pues no disfrutarás de un Dulce suelo ,N
"@ISanDesign @Hobby_Consolas jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony ",N
"¡Ya hemos contactado con los ganadores de #YosoyMTVJammingVibe!
Atentos porque mañana lanzamos nuevo #concurso  https://t.co/K0xoobBiM3",NONE
"Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo ",P
"@StealThisHills omito el *con alguien*, pensaba que estaba claro ",N
@Otxu88 espero que fuera todo bien y ahora a por una gran semana ,P
"@CNNEE y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi ",P
"Al principio él no te gusta , pero te acaba gustando y cuando te deja lo extrañas ",NEU
"@tinoroso @titomartin67 @uby77 es un término coloquial, no un análisis ",NONE
me encantaría mucho tener una buena cámara y saber como usarla a la perfección ,P
"@_mhiguera en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido ",P
Han tenido buena iniciativa @AnabelCampo y encima son amigos ,P
"@_mhiguera me ha dicho que es ""bienvenida de nuevo"". Pero ya me has hecho ir allí y ya  tú sabes que no suele haber nada bueno ",N
"Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de ""hola he dormido 2 horas"" ",N
"@JulenReal Anda que no nos hemos subido ahí tu y yo en el paseo nuevo,  en fiestas de semana grande  ... ",P
@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla 😂😂 vente pa casa te doy un piti ,N
Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!! ,P
@AlbbaBernet póntela y te das una vuelta por Málaga porfa ,NONE
"Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día ",N
"@crypsicho Significa que nos ha resultado gracioso cómo lo has dicho. Como ya comentamos, al final en 2016 es imposible traerlos ",N
"@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque ""tengo mucha mala leche."" 
Increíble.",N
 alguien sabe donde puedo intercambiar photocards de exo? o-o,NONE
"AHHH
Todo el mundo me manda audios y no puedo escuchar canciones tranquila ",N
"@Nine_Stories Somos pequeños y modestos, no podemos abarcar mucho más. ",N
"@GabanFK tengo las 3 ediciones originales, y bueno...no los aguanto, demasiado antiguos ",N
@HijodeBilharzio Que bonita zona de entreno escogieron ,P
@FrigoAdri yo tengo que verlo tio  jaja pero se lo merece  ya hacia tiempo que lo se merecia,NEU
@DanteDirewolf porque cuando veía a mi hermano jugar tenía malas pulgaaas ,N
"@CarlosLMiranda Buen artículo Carlos , se va Lucas pero tampoco hay que dramatizar , casi me haces llorar ",P
"Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy ",N
@UniversoMujer18 ya se acabo la hora jajaja estoy expectante a ver si me ha tocado el #cubreSelFem para llevarlo a todos lados puesto ,P
Algún alma caritativa me tiene que prestar el Pokemon  ,NONE
"@lithospheric Mejor. Cuando pagan la ESA y la NASA, al fin y al cabo pagamos todos  Que chulada!",P
"@RASAMA_ yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta. ",N
@ivan11PG Aunque aquí precisamente ninguno de los dos pero da igual por qué me haces esto ,N
"@BertoValen I'm back! Aunque esté desaparecida en combate me alegro a lot de tu graduación, Dr! Mucho ánimo en el MIR! Un abrazo grande ",P
"@FranCartagenaCT @BurnleyOfficial @ChelseaFC Bastante, bastante. Ganitas de verlo romper la Premier. ",P
"@Vic_Phantomhive Nah, que soy un pringao que lleva aguantándole mucho y ya estoy cansado ",N
@goetha  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien? ,N
"@daniacal aún no, pero si estará jugable en el TGS no creo que tarde demasiado. ",P
"Está puesta la película de ""Cómo entrenar a tu dragón"" en el autobús pero la pantalla está demasiado lejos y yo soy un topo. ",N
"Último dia en Elche, ahora toca Benidorm ",NEU
"@ivan11PG Aunque esto no es una lucha, estamos jodidos y punto ",N
De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal ,P
@Maquinuelo @ivansilvamatias si para ti que le vaticina al club 2 o 3 años no son malas palabras vale   ,P
"@nachobartolome de hecho, Nintendo Magic fue la principal fuente de información para mis especiales biográficos de Iwata ",NONE
tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar ,N
"@prettio_cgm bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos ",N
"Ha ardido una caravana aparcada al lado de la playa  
Fuego ya sofocado por los bomberos @… https://t.co/LgbW9ryGWy",NONE
"@Perguelofici Pero, en gral, de acuerd una opinión muy interesante! Tendría q escribir también una entrada en mi blog  @CarmenAgustin",P
"@MV3ga hay cosas del hilo con las que discrepo. Como me sigues hace poco, te aviso de que yo hago rt a lo interesante, coincida o no ",NONE
"@joseplluismunoz @Congreso_Es @WillyVeleta @gerardotc Está de camino, friéndose bajo el sol sevillano ",NEU
"@otonashi_saya Pero la verdad es que en general no voy mal de motivación... casi al revés, me sobra motivación (y ego ",P
@ia_nav @Los40Trending @dcodefest @LEONBENAVENTETW ten por seguro que si queda libre cuento contigo ,P
"@otonashi_saya Ja ja, imagino que cada uno de una forma distinta. Yo me compro gadgets o veo una peli (como Interstellar ",NONE
"Mi última partida jugada, con Sona support.
La grandes razones para jugar Sona 

https://t.co/2rgmMeAFIs",P
"Me estoy cansando a dar rt a esto d ""rt o suspendes"" pa luego suspender fijo ",N
Mi madre me deja ponerme rubia pero no el pelo morado ,NEU
"Por una parte necesito la cena del sábado y volver a estar todos juntos, pero por otro lado pienso que nos vamos a separar y     ",NEU
He hecho el primer puré de verduras de mi vida y parece pota y sabe mal ,N
Por qué tiene que ser mi pelo tan goals mojado y tan mierda despues ,N
@HunterRowland duchate rapido babe que tengo sueño ,NONE
Eso de echar de menos tu propia casa son leyendas urbanas ,NEU
"Tengo ganas de bronca estoy aburrido, proximo tweet abro el cajon de mierda ",N
Ea ya mañana cuando me despierte empieza la fiesta y ya estare distraido para el largo viaje de Valencia a Cadiz ,P
"@lucyhale Las chicas fuertes y guapas han de luchar contra la oscuridad del mundo, que hay mucha. ",NEU
@Carlos_GalindoL @FSanabriaLuis @Jluis_porta @cartoblasto @jjonline76 @uby77 las pequeñas diferencias que enfrentan las dos españas ,NEU
"@JorgeUfano ¡Muchas gracias por la respuesta! Cualquier cosa, aquí estamos para lo que necesites  ¡Saludos!",P
Estaba el autobús Benidorm-Madrid al lado con las puertas abiertas y me ha tentado subirme y volver. ,N
@KMinorito Es que solo piensa que todas las canciones tristes que tienen (loser por ejemplo) son basadas en experiencia.. ,N
"@REANYMA @FernandoFabiani No, no, ¡dijo que dejaban de surfear por la cornea! Que se quedaban quietecitas. ",NEU
"@AnaSJuarez @OfficialMauiJim ¡Hola Ana! Te hemos contestado por mensaje privado, donde no hay limitación de caracteres  ¡Gracias!",NONE
"@Defconplay de hecho lo confirmo, los caminos y las casitas son las mismas ",NONE
Si algún alma caritativa tiene mac y sabe como instalar excell de windows que me diga pls ,NONE
"@SylexVid @EnVy_HarryHook ?  a la derecha aparecen los personajes más jugados en ranked, no lo que vamos a jugar ",NONE
Ya decía yo que lo bueno me iba a llegar tarde o temprano  espero no poder equivocarme,P
"Voy a soñar con fórmulas matemáticas, historia del mundo y la pasiva en inglés 
*le explotará la cabesa*",N
"@XulioePunto Pues escapó.. Y no lo dimos encontrado, estuvimos al menos 5 personas buscando y nada ",N
@ragnomuelle Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas ,N
@joanllenas es que son todo cosas que me molan  A lo mejor ya conoces speaking.io de Zack Holman también ,P
"que cansado me tenes albacete... que cansado!!  

sino vuelvo a rosario en verano........... ojo.",N
He visto un documental sobre las pirámides los moais y predicciones y ahora me da cosita dormir sola ,N
"La regla me esta destrzando el cuerpo
Quiero vomitar, me duele la tripa, la cabeza, tengo fiebre y estoy mareada y pf ",N
"@zapejuana @Exojo @yeya_ade @rosipasmar @gartoro @nshradio Qué bonito... a mí me tiene que pagar las horas extras también, soy así... ",P
"@SomeJaneDoe_ nazismo y fangirleo como tú filosofía de vida, doble moral  juju",N
"@carlosgterol @MataTweet Si, ayer estuvimos reunidos en Moncloa, pero al final habrá que repetir elecciones ... 😂😂😂 Está que responde! ",NONE
"@monzonete Cuando me borré Twitter, jeje, esta cuenta es nueva, aunque con el mismo nick ",NONE
"Ya es oficia nos quedamos sin Konoplyanka en @LaLiga 

Eso sí, será una alternativa barata a Reus en la Bundes https://t.co/mvOqHl4p53",N
"Con ganas ya de que llegue septiembre 
Y comenzamos mañana nueva temporada en @DelecturaOblig. 
#adiosagosto",P
"@_lauu_20 Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros ",P
@Rokkowen TODOS SIEMPRE tienen carita de super buenos y adorables pero luego la lían ,N
@Sr_Zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente🙄❤️,P
"Llevo toda la mañana haciendo cosas y no he podido ver ni moon lovers, ni signal, ni nada ",N
"""No tenemos la sensación de ir a un trabajo"", din os @PIXIES 
Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn",P
"@VicentIvars @JJCuerda @eljueves pero hombre, eso ya lo había leído  La pregunta es... ¿Cuál pretende ser el titular completo?",NONE
Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo ,N
"Voy a sentar a mi sobrina en el médico y me dicen uno súper mal ""está ocupado"" y le digo yo, pues se desocupa para la niña ",N
"@BenitoVGC el Sabueso es muy malo, el leñador mola 

Quiero minero y mago de hielo ",NEU
"HIJOS DE PUTA, dejad de darle rt a los otros y preguntadle a alguien por mi que no se a cuantos le he dao rt y solo ha respondido 1 ",N
"@tonyoaguiar @albertopedroche Anda castrón, comí aquel trocín pequeño que me cortaste ",N
A mí nunca me podrán hacer una broma porque no cojo llamadas y menos cuando son ocultas ,NONE
@anaamontull_ @IreneCarro_8 @MariloGarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli,P
@CatedraRSC_UAH Muchas gracias!! Feliz por haber formado parte de esta edición del Master! ,P
me cago en mi puta vida y en el puto vecino por hacer tanto ruido de buena mañana ,N
"@manuelortegama4 se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos 
Más inf https://t.co/KQl89uDr3h 😃",NONE
@Realba74 @InterSerEd genial Rebeca !! Este era mi deseo al escribirlo. Seguiré escribiendo en esta linea práctica ,P
"#HistoriasAlegresEn4Palabras ""hoy trabajo en compañía"" y es que en @TaludEria se trabaja rodeado de gente muy maja  #Coworking #Oviedo",P
@Aitt7 calla que yo estoy ahora en mi día libre y las horas se pasan más rápido que poniendo copas en el bar ,N
"@CsCValenciana @Albert_Rivera Como mejor luchar contra la crisis, unidos o siempre enfrentados.  Lo tengo claro.",NEU
Así leyendo entre líneas y el discurso de @sanchezcastejon igual vota que no a Rajoy. #InvestiduraOndaCero ,NONE
"@policia. ""Precaución amigo conductor que la senda es peligrosa...."".
Lo importante es llegar. ",NONE
"@Julio_C_19 Hola Julio, para que las pizzas lleguen en las mejores condiciones, marcamos la pizza, no la cortamos ",NONE
Ayer fue un día de emociones muy encontrada se acerca septiembre por un lado y por el otro una personita que siempre me hace sonreír ,NEU
"No silencio lo que calla. Es la vida suspendida hasta que brotan las ganas de bailarla. 

#creatividad https://t.co/VXMZt8AVyJ",NONE
Qué bonito es ser mujer  y que te joda los planes que tenias  y que te despierte el dolor de ovarios  😡😡😡😡,N
"@tooruskywalker no había casi nadie hablando del tema  (y tampoco puedo encontrar el vídeo, sad)",N
"@ItsMeCar0l ¡Hooola, buenas! Soy el que tenía los ojos rojos en la fiesta de Elle  ¡Te sigo !",NONE
"@Rafuki21 178. Sabes que me caes muy muy bien, y que en un futuro te daré un poco el coñazo con dudas de Diseño Gráfico ",P
"@Swareles, ¡muchas gracias, Carla! De momento han caído tres, así que no empieza mal el día ",P
"¡¡Muchas felicidades en el día de su cumpleaños a un buen amigo como @sagastiker!! A pasarlo en grande, compañero ",P
Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias ,N
"Después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo ",N
¿No os pasa que en ferias podéis ver a una persona como unas 29 veces y justo a quien quieres ver no le/la ves ni una jodida vez? ,N
"Tambien subire el changelog a lo largo de estos dias, estaros preparados porque viene todo de golpe! ",NONE
"@FutbolModestoEs Que guapísimo , dejaron mendizorroza, pero San mames ... de los + guapos del MUNDO¡¡ sin duda.(opinión) ",P
BABY @BlasAuryn #FollowSpree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.,N
"@sport JA JA JA JA JA  Teneis el ojino como la bandera de Japón ,hijos de la gran puta ",N
"@Tokpelotas estos últimos días han sido una detrás de otra. Ahora mismo nos vamos a La Fe a que miren a Pau, otra vez bronquitis ",N
"Creo que pocas veces he estado tan enfadado como esta mañana, pero bueno, entre Uncharted 4 y el ejercicio me han animado ",NEU
Echo de menos a Lexa  mis bragas ya no vuelan tanto como antes. Ya no me hace falta limpiarlas cada 5 minutos ,N
@AraMalikian Lo hemos pasado en grande con las 4 estaciones. Una auténtica gozada para toda la familia ,P
Plan perfecto para terminar el fin de semana. @AthleticClub - @FCBarcelona_es. Después @VillarrealCF - @SevillaFC ,P
"Utopí audiencia estable, media de más de 8'5 en Imdb etc... Pero fue cancelada. No se puede tirar tanto de la manta farmacéutica ",N
mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama ,N
Tranquilos que con el.dinero de Camacho seguro mañana empiezan las escabadoras en el Arraijanal ,P
@Hectorfernandez @Alaves Pellegrino ha dotado al equipo una gran consistencia defensiva. Y buenos fichajes ,P
"@pichyniboss te queda bien tio!
Espero que esteis todos pasando un buen verano ",P
@PITjjjimenez_PK Denada  porcierto hazme un hueco en tu agenda de combates quiero ver lo que es capaz tu monotype contra el mio ,P
 Esta semana ha sido tan chachiosa que ya puedo decir que el verano se ha acabado de una manera decente  y lloro,NEU
"@FrayJosepho @Hienosdeorgullo @Capt_E_Navarre Más bien imposible. A no ser q se convierta al Islam, claro ",NEU
Apenas me he muerto de miedo pasando por la plaza donde se hace la hoguera de San Juan toda oscura. ,N
"@pocho_f1 pero McLaren parece q mejora, 1,5s mas rápido que el año pasado en Qualy, y mantuvo a raya a los williams en Spa! ",P
"Como dice @quique_gonzalez , se escapa otro verano en un furgón blindado  

@salaBBK #Bilbao #QuiqueGonzález

https://t.co/WeaevYCT2L",N
"No he ganado ni ganaré nada del concurso 
Me lo esperaba,soy gafe y al fin y al cabo la suerte no esta NUNCA de mi parte. #prayforiaben",N
En verdá llevo sin jugar al pokemon go desde que volví de Galicia porque ver que en Madrid no me sale nada guay me deprime y mucho ,N
Mi padre le ha dado un manotazo a mi móvil y gracias a Dios que lo que se ha roto ha sido el cristal templado ,N
"Quiero el pelo negro azulado y no sé cómo conseguirlo  los tintes de ese color que me he echado, no han hecho nada.",N
"@Serjo77_ ya pero que estoy diciendo que el feminismo no es lo contrario de machismo es el hembrismo q como tu dices, no existe ",NONE
"@ithaisa_sm @SuperScienceMe La verdad es que si, muy bonito  Me alegro que te haya gustado ! Y que hayas aprovechado el paseo virtual jeje",P
@Nuchiky está en textos en inglés y voces en japonés. Que desilusión me he llevado al poner el juego  habrá que acostumbrarse 😕,N
¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor ,N
@saez_cristina @muyinteresante @Fairphone Genial ! Está genial que la gente conozca un poco más estas alternativas ,P
@ciberchenet Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia? ,N
"Nunca he tenido esta sensacion, ¿me la harías sentir? Es muy importante para mí Blas @BlasAuryn  #followspree",NEU
@Idolsftdjom @_jesus_OM @DanieloviedoM obviamente tia JAJAJAJAJA q soy la mayor  osqqqqq pero venir ya ofu,NONE
"@borjald Ahora, la alternativa es incoherente e igual de inviable a día de hoy. En eso creo que estamos de acuerdo ",N
"@SergioRevolS Pero este verano tampoco ha llegado a hacer calor, sobre todo si lo comparamos con el pasado ",P
@mariamira67 que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado! ,P
"@Avenghelyne un bq Aquaris m5.5 de hace un mes exacto y ya fallan cosas 

Busco uno que sea fluido y no me de problemas y buena garantia",N
"@eloycanovas jajaja! genial, te deseo lo mismo  los días se construyen, verdad?",P
@leeahistheway ya... ha sido muy grotesco por mi parte poner una foto de Ojeda a las 10:30. Perdona ,N
"@sdelgadoaros ..por cierto, en USA obligan a parir a una niña de 12 años, embarazada a caua de una violación..? (Es para unas amigas) ",N
Y los directos deberían ser totalmente estables (ya que en Madrid solían darme problemas) Se vienen cosas chulas ,P
odio la ubicación de tw porque yo la quiero dejar puesta pero cada vez que tuiteo me sale el nombre de mi pueblo y no quiero eso ,N
Hola @TonyAguilarOfi nos gustaría escuchar #UnMinutoSinDolor nuevo single promocional de @DulceMaria en #40GlobalShow51 @40GlobalShow ,P
"@JuditRT home pues todos. L y M me tengo que levantar prontisimo para solo una hora y luego X, J y V tengo muchas horas  y clase todos los",N
@Pudimos_ @iunida brutal! Como se parece a las manis separatistas en Catalunya!! Espero que todos consigan la anhelada libertad ,P
"@jcrlaguera @sinfaltas_com @delcastellano sí, es usual en País Vasco y zonas limítrofes, pero no me cabía lo último en el tuit ",NONE
"@jrfern @xarxatic IA no llegó a ser social. Fue un espacio social de dinamización, muy útil, pero con fecha de caducidad. Y abrumador. ",N
@oskiblasco te juro que cuando el que ganó el pantin classic tiro la gorra y yo salte a por ella me calleron 2 encima y me aplastaron  JAJ,N
@pacoleonbarrios Aun hace calor pero las piscinas ya están cerradas y el mar pilla lejos  El Corte inglés no ha dicho aún que se acaba...,N
".@enricaar @aurearamon @Congreso_Es @Esquerra_ERC @gabrielrufian El sigu escuela y administración trilingüe.  ¿Le parece?  ""#somescola""",NONE
La envidia que le tengo a los que están conociendo a Jenko y Danielle ahora mismo no es normal. Es que ya aunque coja un avión no llego. ,N
Me alegro mucho por vosotros! Sois una familia ideal  @mola_viajar aqui v si es niño Erik y si es niña Esther jaja 💗,P
@V966Cobano Ojalá personaje! Pero tengo examen el 12  De todas formas hablamos para la semana siguiente que ya se lo he dicho a Fernando!,N
#astroymas lo necesito. Se me acaba de romper   snifff snifff  gran podcast!!! saludos desde A Coruña (España)   ,N
"Bueno, pues vamos a recuperar el tiempo perdido. Empezare por descargarme el Manchester City - West Ham, a ver que tal ",P
@Se_Wilk @CiutadansCs @PrensaCs @mrhciudadanos @AlfonsoRojoPD Gran capacidad de análisis de @InesArrimadas en esa entrevista. #visión ,P
"#feliz domingo.. que todos encontremos la gloria bendita, el ocio, la magia, los besos compartidos de amor, el duende..
",P
@llillitto @CarreraCSIC @TrofeoJose_Cano @correporsiria @mediodemadrid @MitinAtletismo @nortevssur1 gracias  me lo paso genial haciéndolo!,P
"@astrongergirl "" En algún momento empecé a mirar más al suelo que al cielo "" "" Estoy harto de llorar, así que intento sonreír "" ",N
@AccidentesTV Tengo entendido que en ese vídeo los que salen son trampeadores que se dedican a atrapar y luego liberar lobos sin muerte ,NONE
Ahora que empiezan las jornadas de toros en esta ciudad me pongo un poco más triste al ver que seguimos sin evolucionar en muchas cosas ,N
Que dificil es retomar los estudios despues de dos meses sin tocar un libro.. #pereza #ganascero #septiembre=examen ,N
"@ClaudioSensasao @MsRose_84 @geraldine_balme ¡Cada vez sois más! Las risas están aseguradas entonces. Mañana preguntamos, dadlo por hecho ",P
"@Oviedo_crt digamos que soy lo bastante mayor para q si se pone tonta,ponerla en mis rodillas y darle unos azotes en el culete ",N
"@gregollaniz @juliorj10 Hablaba normal, con alguien, antes de q usted se metiera insultando. Debería tener más educación ",N
"@escardi muchas felicidades en el día de tu cumpleaños sensual, espero que te lo pases genial y recibas muchos regalos suculentos ",P
"#feliz septiembre..es bonito retarse..es increible lo mucho que puedes aprender.. medirse con el obstáculo..eres la joyita de la corona
",P
"@juanlebrijo Esa posibilidad está contemplada y, si hiciera falta, x el bien de España y por responsabilidad volvería a hacerse sin dudar ",NEU
No puedo evitar ir a beber una lata de refresco y acordarme de @LourdesBiurrun family y terminar sirviéndome en vaso... ,NEU
@MadnessOctopus ya... hay gente que es capaz de hacer eso. Yo si me corazón me pide poner cara de seta. No soy capaz de sonreir ,N
"@Moguei @Begomix no tiene bastante con tener DOS puntos de salud, además está enamoradísima de la princesa y la princesa de la mala ",N
"@Dekainfame sí, he leído eso, pero luego he leído OTOÑO, NOVIEMBRE, DICIEMBRE y me ha dado bajón 
Además no tengo ni ds ni juego ",N
@JosMan_GoGi El efecto a largo plazo es la desafección mayoritaria entre la izquierda  El votante se cansa y se queda en casa.,N
@Sara_benben pero el caso es que en Humanidades hay latín y griego y yo en mi vida he dado latin y griego así que me iria fatal en ellas ,N
"URGENTE!!! VENTA MY NAME TIKETS!!!
Tengo dos tickets ULTIMATE VIP pero no podemos ir  los vendo más baratos, contactad conmigo!!!",NONE
"@CucoRguez Ya, estoy jugando al ratón y al gato. No solo voy, me quedo a dormir mañana en vuestro hotel. Quedamos fijo. ",P
"@Alvaro845 @progames045  tienes toda la razon alvaro! Soy un gran fan tuyo tu me enseñaste casi todo de clash of clans, eres el mejor!!! ",P
@DBeletujo ajajajaja yo en Benidorm vi a dos mujeres con carritos de bebé y los perros dentro y cuando las vimos nos quedamos flipados ,N
@SophiaBush Pero me gusta la Idea.  Ver chicas fuertes luchando al estilo Dragon Ball Z y en versión real. ,P
"@timetransfixed_ te juro que no me acuerdo solo sé que alba hizo el vídeo inmitándole, no recuerdo absolutamente nada del original ",N
"@bigotingos 

Ilustres, Jose.

Qué fácil salen los insultos viendo cómo hemos empezado Burgos y Murcia ",N
Han talado el abedul gigante que había en la esquina de Ríos Rosas con Castellana  ¿Alguien sabe porqué? #Madrid,N
"Demasiadas cosas raras en poco tiempo! Anda y que les follen
0 complicaciones
0 historias 
 Me voy a la playa y viva España! ",N
"Acabo de comprobar en Linkedin  si eras mi antiguo alumno, tengo un gran recuerdo @alexldguevara  Te deseo lo mejor @vlcextra",P
"@Pedro_GarMu uy qué bien me vendría para colocar la WiFi, el portátil, las flautas, el saxo, el nariclete, las partituras y mi desorden ",P
@Comunikaa2 me alegro mucho!! es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión ,P
"Yo estaba cansadete, pero de repente me habla a un amigo para jugar un ratejo a la Beta de Battlefield 1, y quién le dice que no al chico ",P
"Es decente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corruPPción
",N
"@TichKhan_ d los cines donde la hacen este finde,el+accesible es el icaria,q ha bajado precios(no me pagan xD),o las matinales de DiagMar ",P
"nos subtitulos de Bojack horseman tan hablando de El Pais, El Mundo, El Mundo Today y Alaska y Mario y ye terrible ",N
@juanarza @JuanCladeRamon lo he intentado. Espero q en los próximos días veamos una ilustración práctica q ayude a clarificarlo ,N
"@BiciMAD Bien, ahora solo falta que pongáis una estación en #PuenteDeVallecas para poder ir en bici hasta mi casa ",P
"@RinAnllel Uno aprende que el mejor momento de crear bonitos recuerdos es el presente, el pasado ya fue, te toca elegir lo que va a ser ",P
"@pasapalabraT5 @RaquelBielsa @_fraanb_ Gracias, lo único que me hace feliz es escuchar música, adivinar y ganar ",P
"@Anina97 Pues a mi me pasó una experiencia paranormal allí de noche y no he vuelto, pasé muchísimo miedo ",N
Esta decidido. ¡Habrá Modo Carrera en el canal en FIFA 17! Si este tweet llega a los 30 likes desvelaré el equipo con el que se hará ,NONE
"@MoratoX_ genial, pero ten cuidado está muy vigilado, este está hecho con uno casi de juguete, Syma X5c, casi no entraña riesgo ",NEU
"Tengo dos horas seguidas de latín y griego.

Dos horas seguidas con la misma profesora.

Menos mal que me cae bien.

Pero son DOS horas.

",NEU
"@YJaretir al cine no es romántico, vale. Yo de regalar algo soy más de dildos, lubricantes, o comida, algo de buen uso y luego doy masaje ",N
@DesireeDelgado yo llevo medio verano debajo de la dichosa máquina... menudo verano largo este año de sofoco... ,N
Cuando suben tres fotos tuyas representando tres clases de la Escuela de Música y sales de todo menos bien ,N
@___abm13 me has borrao del lol? ,N
"@aletheia7 sí, ya estoy resignado en ese sentido ",N
Era más grande de lo que parece. ,NEU
@Galan_Javichu lo que estoy es deprimida ,N
tu en serio por que sois tan tontos ,N
Iré a la bgw con una pequeña sorpresa ,NEU
"No es que ahora no sea feliz, pero antes lo era más ",N
Mañana va a ser un día guay ,P
Qué jodido es ser del @RealZaragoza hoy ,N
@marinj460 a mi me a pasado en la 76 ,NONE
Estoy muy preocupado por él con lo bueno que es ,NEU
@Pattvh_ no porque no los tienes activados a todos ,NONE
"@MrJungla ya somos dos, que triste ",N
@DovakhiinMudo 9 por lo buenico que eres  💜,P
@chefidiaz no seas muy dura ,N
Ya me encuentro mucho mejor. ,P
alguien duo por la noche? ,NONE
"Que os den, buenas noches ",N
Hoy es un día especial. Feliz 11S. ,P
"@anna_delaossa ya no tengo mas , soy pobre ",N
Quiero ir a la Diada ,NEU
@AndreaJArsenal a mí en directo pero ,NONE
@CodigoNoVerbal Tanto como nosotros de que la impartas ,P
@Ssictor No todos somos gilipollas ,N
Un día la casa para mi sola por fín ,P
"@VasoDeLejia Pero si yo soy inocente 
o no lo soy..",NEU
Luego la rara soy yo ,N
Esto de estar feliz mola ,P
que ganas del FF XV en serio ,NEU
@Monicadocatelan no se si seré tan despreciable ,N
Las 7 y cuarto y yo aquí ,NONE
"@WaterLiliesMon_ no las des, en serio. ",NONE
@showmystyles pero esa no es bonita ,N
@ionrumanboy no es tan facil ,N
Ya me han picado los bichos ,N
Me voy a despejarme un poquito por ahi ,NEU
Que coraje me dan lxs prepotentxs ,N
ah bueno y no tengo dinero ,N
Encima estoy en mal de amores tio. ,N
En realidad no soy tan blanca ,NEU
Tengo los md abiertos Crushes ,NONE
Lo peor es que no es aposta ,N
@nyctophyle tia eso es muy raro ,N
Soy muy obvia pero me la suda ,NEU
@ibk_lx7 Ps porque tú lo eres conmigo ,NONE
@eduarsarcos yo no soy normal ,N
tenía un mensaje directo y estaba ,NONE
"@cakebaess no lo es, tranquila ",P
Me estoy muriendo de lo malo que estoy ,N
@Maria_livefree yo ya lo tengo bonica ,P
A ver súper cutie y tal pero ,N
Me encuentro muy mal hoy no estoy para trabajar ,N
